名称,ID,日期,充电功率/MW,当日平均充电功率/MW,当日最大充电功率/MW,当日 MAXV 对应时间,当日 V 最小值/MW,当日 MINV 对应时间,充电时长/h,当日所有 S 的均值/h,当日 S 的最大值/h,当日 S 的最小值/h,当日最大充电时长跨度/h
电动汽车充电站,1001-1012,2024/3/25 21:15,5.19,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.241,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 21:30,5.03,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.234,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 21:45,4.6,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.234,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 22:00,4.38,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.244,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 22:15,4.08,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.233,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 22:30,4.39,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.233,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 22:45,4.25,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.241,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 23:00,4.5,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.233,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 23:15,4.61,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.244,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 23:30,5.24,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.244,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/25 23:45,5.55,4.7,8.67,2024/3/25 1:30,1.39,2024/3/25 5:30,0.237,0.24,0.257,0.226,0.031
电动汽车充电站,1001-1012,2024/3/26 0:00,6.21,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.247,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 0:15,6.95,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 0:30,7.5,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.247,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 0:45,7.88,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.24,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 1:00,7.99,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.243,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 1:15,8.93,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.246,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 1:30,8.78,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.254,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 1:45,8.48,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.244,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 2:00,7.92,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.245,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 2:15,7.51,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.243,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 2:30,6.81,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.239,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 2:45,6.36,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.238,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 3:00,5.45,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 3:15,4.55,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.239,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 3:30,3.89,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 3:45,3.5,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.236,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 4:00,3.03,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.235,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 4:15,2.59,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.239,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 4:30,2.15,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.232,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 4:45,1.78,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.226,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 5:00,1.21,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 5:15,1.7,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.23,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 5:30,1.69,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 5:45,1.82,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.231,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 6:00,1.97,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.229,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 6:15,1.99,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.224,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 6:30,2.54,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 6:45,2.85,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.219,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 7:00,3.2,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.243,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 7:15,3.6,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 7:30,3.93,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.233,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 7:45,4.15,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.246,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 8:00,4.56,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.249,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 8:15,4.93,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.238,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 8:30,5.23,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.243,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 8:45,5.61,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 9:00,5.74,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.249,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 9:15,6.08,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.235,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 9:30,6.14,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 9:45,5.78,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.246,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 10:00,5.08,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.244,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 10:15,5.66,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 10:30,5.15,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.247,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 10:45,4.82,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 11:00,4.55,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.24,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 11:15,4.2,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 11:30,4,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.238,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 11:45,3.32,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 12:00,3.06,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.232,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 12:15,2.96,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.251,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 12:30,2.74,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.233,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 12:45,2.52,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.239,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 13:00,2.13,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.244,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 13:15,1.98,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.227,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 13:30,1.98,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 13:45,2.08,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 14:00,2.3,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.244,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 14:15,1.86,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.229,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 14:30,2.27,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.231,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 14:45,2.29,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 15:00,2.47,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.232,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 15:15,3.14,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 15:30,3.38,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.247,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 15:45,3.7,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.238,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 16:00,4.13,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 16:15,4.29,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 16:30,4.69,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 16:45,5.47,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.243,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 17:00,5.49,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.238,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 17:15,6,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 17:30,6.23,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 17:45,6.26,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 18:00,6.49,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.24,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 18:15,6.93,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.25,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 18:30,7.33,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.248,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 18:45,7.39,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.245,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 19:00,7.44,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.243,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 19:15,7.12,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.253,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 19:30,7.42,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.239,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 19:45,6.87,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 20:00,6.84,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 20:15,6.55,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.245,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 20:30,6.23,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.246,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 20:45,6.14,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.236,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 21:00,5.5,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.238,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 21:15,5.07,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 21:30,4.96,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 21:45,4.62,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.237,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 22:00,4.96,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 22:15,4.41,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.234,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 22:30,4.19,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.24,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 22:45,4.15,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.241,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 23:00,4.2,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.239,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 23:15,4.61,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.246,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 23:30,5.19,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.244,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/26 23:45,5.88,4.73,8.93,2024/3/26 1:15,1.21,2024/3/26 5:00,0.242,0.24,0.254,0.219,0.035
电动汽车充电站,1001-1012,2024/3/27 0:00,6.4,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.241,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 0:15,6.85,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.252,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 0:30,7.34,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.241,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 0:45,7.92,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.244,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 1:00,8.18,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.244,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 1:15,8.74,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.249,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 1:30,8.49,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.258,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 1:45,8.36,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.248,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 2:00,7.7,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.244,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 2:15,7.49,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.246,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 2:30,7.01,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.237,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 2:45,6.01,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.241,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 3:00,5.3,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.249,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 3:15,4.78,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.243,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 3:30,3.74,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.244,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 3:45,3.49,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.242,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 4:00,2.71,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.232,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 4:15,2.31,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.244,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 4:30,1.87,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.225,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 4:45,1.88,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.235,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 5:00,2.06,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.224,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 5:15,1.77,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.225,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 5:30,1.56,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.238,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 5:45,1.97,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.23,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 6:00,1.92,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.24,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 6:15,2.39,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.224,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 6:30,2.57,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.235,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 6:45,2.32,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.229,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 7:00,2.95,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.234,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 7:15,3.6,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.245,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 7:30,3.86,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.247,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 7:45,4.06,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.241,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 8:00,4.48,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.231,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 8:15,4.63,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.233,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 8:30,5.2,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.241,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 8:45,5.79,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.238,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 9:00,5.77,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.245,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 9:15,6.09,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.251,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 9:30,5.94,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.237,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 9:45,5.92,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.237,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 10:00,5.95,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.236,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 10:15,5.53,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.24,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 10:30,5.2,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.241,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 10:45,5.1,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.24,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 11:00,4.83,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.244,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 11:15,4.19,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.24,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 11:30,3.8,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.237,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 11:45,3.57,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.237,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 12:00,3.34,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.237,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 12:15,3.03,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.236,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 12:30,2.43,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.231,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 12:45,2.71,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.229,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 13:00,2.15,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.235,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 13:15,2.08,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.232,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 13:30,1.92,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.236,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 13:45,2.44,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.235,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 14:00,2.11,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.234,0.239,0.258,0.224,0.034
电动汽车充电站,1001-1012,2024/3/27 14:15,2.04,4.74,8.74,2024/3/27 1:15,1.56,2024/3/27 5:30,0.239,0.239,0.258,0.224,0.034
